name,fgm,fga,fg_pct,pts,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,tov,stl,blk,blka,pf,pfd,min,season,player_id,pos,team,date,game_id,plus_minus,dd2,start
F. Kaminsky,1,4,0.25,2,0,2,0.0,0,0,0.0,0,2,2,2,1,0,0,0,2,0,10.583333333333334,2019-20,1626163,Forward,PHX,20200731,21901235,6,0,False
D. Booker,8,21,0.381,27,2,7,0.286,9,9,1.0,0,5,5,4,5,1,0,1,4,8,35.9,2019-20,1626164,Guard,PHX,20200731,21901235,24,0,True
C. Payne,4,7,0.571,9,1,2,0.5,0,0,0.0,0,3,3,2,1,2,1,0,0,1,18.953333333333333,2019-20,1626166,Guard,PHX,20200731,21901235,21,0,False
J. Grant,2,2,1.0,5,1,1,1.0,0,0,0.0,0,1,1,1,0,0,0,0,1,0,10.133333333333333,2019-20,1626170,Guard,WAS,20200731,21901235,14,0,False
T. Bryant,4,12,0.333,10,1,4,0.25,1,2,0.5,1,6,7,3,0,2,0,1,2,1,33.55,2019-20,1628418,Center,WAS,20200731,21901235,-9,0,True
M. Bridges,4,8,0.5,13,1,5,0.2,4,6,0.667,0,3,3,3,1,1,0,0,2,4,33.65,2019-20,1628969,Forward,PHX,20200731,21901235,7,0,True
T. Brown Jr.,6,11,0.545,15,0,2,0.0,3,3,1.0,1,0,1,1,0,1,0,0,4,2,26.55,2019-20,1628972,Guard,WAS,20200731,21901235,-14,0,True
J. Carter,2,5,0.4,7,1,4,0.25,2,2,1.0,0,2,2,1,0,1,0,0,1,1,24.916666666666668,2019-20,1628975,Guard,PHX,20200731,21901235,5,0,False
J. Robinson,7,9,0.778,20,4,6,0.667,2,3,0.667,0,1,1,1,2,1,0,0,3,2,31.65,2019-20,1629010,Guard,WAS,20200731,21901235,-11,0,False
M. Wagner,1,3,0.333,2,0,0,0.0,0,0,0.0,1,2,3,0,2,0,0,0,3,2,14.45,2019-20,1629021,Forward,WAS,20200731,21901235,-4,0,False
D. Ayton,11,14,0.786,24,2,3,0.667,0,0,0.0,3,9,12,3,1,0,2,1,2,0,34.86666666666667,2019-20,1629028,Center,PHX,20200731,21901235,12,1,True
R. Hachimura,8,15,0.533,21,0,0,0.0,5,5,1.0,3,5,8,1,5,1,0,0,2,5,29.78333333333333,2019-20,1629060,Forward,WAS,20200731,21901235,-12,0,True
I. Bonga,2,6,0.333,9,0,1,0.0,5,5,1.0,1,3,4,1,2,1,0,0,3,5,22.116666666666667,2019-20,1629067,Guard,WAS,20200731,21901235,-11,0,True
J. Williams,0,0,0.0,1,0,0,0.0,1,2,0.5,1,1,2,0,0,0,1,0,2,2,12.6,2019-20,1629140,Forward,WAS,20200731,21901235,5,0,False
C. Johnson,5,8,0.625,12,1,3,0.333,1,1,1.0,1,2,3,2,1,1,0,0,5,2,24.77833333333333,2019-20,1629661,Forward,PHX,20200731,21901235,0,0,True
A. Schofield,0,2,0.0,0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,2,1,5.616666666666666,2019-20,1629678,Guard,WAS,20200731,21901235,-6,0,False
L. James,7,15,0.467,20,2,5,0.4,4,7,0.571,1,9,10,5,4,0,1,0,1,8,34.6,2019-20,2544,Forward,LAL,20200801,21901243,-20,1,True
D. Howard,2,2,1.0,5,0,0,0.0,1,2,0.5,2,3,5,0,2,0,1,0,2,1,17.133333333333333,2019-20,2730,Center,LAL,20200801,21901243,-1,0,False
J. Smith,0,1,0.0,0,0,1,0.0,0,0,0.0,0,1,1,0,1,1,0,0,2,0,7.766666666666667,2019-20,2747,Guard,LAL,20200801,21901243,-5,0,False
K. Lowry,8,16,0.5,33,5,9,0.556,12,15,0.8,1,13,14,6,4,1,0,2,4,12,35.03333333333333,2019-20,200768,Guard,TOR,20200801,21901243,24,1,True
M. Gasol,3,7,0.429,8,0,2,0.0,2,2,1.0,0,7,7,2,2,0,0,1,5,3,24.75,2019-20,201188,Center,TOR,20200801,21901243,18,0,True
J. McGee,1,3,0.333,3,0,0,0.0,1,2,0.5,1,3,4,0,2,0,1,0,4,1,9.983333333333333,2019-20,201580,Center,LAL,20200801,21901243,-10,0,True
S. Ibaka,2,6,0.333,4,0,2,0.0,0,0,0.0,1,3,4,0,3,0,2,1,5,1,19.133333333333333,2019-20,201586,Forward,TOR,20200801,21901243,2,0,False
D. Green,0,7,0.0,0,0,6,0.0,0,2,0.0,1,2,3,0,0,1,2,0,1,2,19.6,2019-20,201980,Guard,LAL,20200801,21901243,-11,0,True
M. Morris,3,10,0.3,6,0,5,0.0,0,0,0.0,1,1,2,0,0,2,1,1,1,1,10.066666666666666,2019-20,202693,Forward,LAL,20200801,21901243,10,0,False
A. Davis,2,7,0.286,14,1,3,0.333,9,9,1.0,1,5,6,3,0,1,3,1,3,5,35.11666666666667,2019-20,203076,Forward,LAL,20200801,21901243,-17,0,True
D. Waiters,4,11,0.364,12,2,6,0.333,2,2,1.0,1,2,3,2,1,0,1,1,4,2,21.666666666666668,2019-20,203079,Guard,LAL,20200801,21901243,8,0,False
K. Caldwell-Pope,2,7,0.286,5,1,4,0.25,0,1,0.0,0,1,1,2,2,0,0,1,2,1,29.85,2019-20,203484,Guard,LAL,20200801,21901243,-27,0,True
R. Hollis-Jefferson,0,1,0.0,0,0,0,0.0,0,0,0.0,2,1,3,1,0,0,0,0,1,0,5.0633333333333335,2019-20,1626178,Forward,TOR,20200801,21901243,-8,0,False
N. Powell,3,12,0.25,8,0,4,0.0,2,2,1.0,0,0,0,0,2,1,0,1,3,2,24.166666666666668,2019-20,1626181,Guard,TOR,20200801,21901243,-22,0,False
Q. Cook,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,0,1.45,2019-20,1626188,Guard,LAL,20200801,21901243,1,0,False
P. Siakam,5,17,0.294,15,2,4,0.5,3,3,1.0,2,7,9,3,0,2,2,1,2,3,36.93333333333333,2019-20,1627783,Forward,TOR,20200801,21901243,27,0,True
F. VanVleet,5,11,0.455,13,3,7,0.429,0,0,0.0,0,5,5,11,3,1,1,3,3,0,40.31666666666667,2019-20,1627832,Guard,TOR,20200801,21901243,26,1,True
A. Caruso,3,6,0.5,11,1,3,0.333,4,4,1.0,0,0,0,3,4,3,1,0,0,5,24.3,2019-20,1627936,Guard,LAL,20200801,21901243,2,0,False
O. Anunoby,8,9,0.889,23,3,3,1.0,4,4,1.0,1,3,4,1,0,2,0,1,4,4,33.38666666666666,2019-20,1628384,Forward,TOR,20200801,21901243,27,0,True
K. Kuzma,5,13,0.385,16,3,7,0.429,3,4,0.75,0,4,4,1,1,0,1,1,5,2,28.466666666666665,2019-20,1628398,Forward,LAL,20200801,21901243,-5,0,False
C. Boucher,0,1,0.0,0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.45,2019-20,1628449,Forward,TOR,20200801,21901243,-1,0,False
P. Watson,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1.45,2019-20,1628778,Guard,TOR,20200801,21901243,-1,0,False
T. Davis,1,2,0.5,3,1,1,1.0,0,0,0.0,0,3,3,0,0,0,0,1,0,0,12.95,2019-20,1629056,Guard,TOR,20200801,21901243,-15,0,False
M. Thomas,0,2,0.0,0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,1,1,0,5.366666666666666,2019-20,1629744,Guard,TOR,20200801,21901243,-2,0,False
C. Anthony,5,14,0.357,13,3,6,0.5,0,0,0.0,1,2,3,2,1,0,1,3,5,2,34.1,2019-20,2546,Forward,POR,20200802,21901245,-13,0,True
G. Hayward,6,10,0.6,22,4,5,0.8,6,6,1.0,0,8,8,3,4,1,0,0,4,3,34.5,2019-20,202330,Forward,BOS,20200802,21901245,9,0,True
H. Whiteside,2,2,1.0,5,0,0,0.0,1,2,0.5,1,4,5,1,1,0,0,0,2,1,15.506666666666666,2019-20,202355,Center,POR,20200802,21901245,9,0,False
E. Kanter,4,7,0.571,11,0,0,0.0,3,6,0.5,5,3,8,2,1,0,1,1,2,3,19.906666666666663,2019-20,202683,Center,BOS,20200802,21901245,16,0,False
K. Walker,5,6,0.833,14,2,2,1.0,2,2,1.0,0,1,1,2,2,0,1,0,2,2,22.016666666666666,2019-20,202689,Guard,BOS,20200802,21901245,7,0,True
B. Wanamaker,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,9.866666666666667,2019-20,202954,Guard,BOS,20200802,21901245,-3,0,False
D. Lillard,8,20,0.4,30,5,14,0.357,9,9,1.0,0,2,2,16,5,0,1,1,3,7,44.03333333333333,2019-20,203081,Guard,POR,20200802,21901245,3,1,True
C. McCollum,7,17,0.412,17,3,7,0.429,0,0,0.0,0,8,8,4,1,2,1,2,5,2,41.138333333333335,2019-20,203468,Guard,POR,20200802,21901245,-7,0,True
M. Smart,0,4,0.0,3,0,2,0.0,3,4,0.75,0,5,5,4,2,3,2,0,4,3,33.15,2019-20,203935,Guard,BOS,20200802,21901245,-4,0,False
J. Nurkic,12,20,0.6,30,1,3,0.333,5,5,1.0,3,6,9,5,2,2,1,0,4,7,32.06666666666667,2019-20,203994,Center,POR,20200802,21901245,-13,0,True
M. Hezonja,1,2,0.5,2,0,1,0.0,0,0,0.0,2,0,2,0,1,2,0,0,1,1,11.805,2019-20,1626209,Forward,POR,20200802,21901245,-16,0,False
J. Brown,10,18,0.556,30,6,8,0.75,4,6,0.667,1,5,6,1,1,2,0,2,0,5,36.56166666666667,2019-20,1627759,Guard,BOS,20200802,21901245,3,0,True
J. Tatum,11,22,0.5,34,5,8,0.625,7,9,0.778,0,4,4,8,2,2,1,2,1,7,39.55,2019-20,1628369,Forward,BOS,20200802,21901245,6,0,True
Z. Collins,3,3,1.0,6,0,0,0.0,0,0,0.0,1,4,5,2,1,1,0,0,3,1,27.416666666666668,2019-20,1628380,Forward,POR,20200802,21901245,9,0,True
S. Ojeleye,1,3,0.333,3,1,3,0.333,0,0,0.0,0,1,1,0,1,0,0,0,0,0,9.338333333333331,2019-20,1628400,Forward,BOS,20200802,21901245,0,0,False
D. Theis,4,4,1.0,9,0,0,0.0,1,1,1.0,0,2,2,3,1,1,1,0,5,2,27.91,2019-20,1628464,Forward,BOS,20200802,21901245,-10,0,True
G. Trent Jr.,7,12,0.583,21,7,11,0.636,0,0,0.0,1,0,1,1,0,1,1,0,2,0,33.93333333333333,2019-20,1629018,Guard,POR,20200802,21901245,8,0,False
G. Williams,1,3,0.333,2,0,2,0.0,0,0,0.0,0,1,1,0,0,0,0,0,3,0,7.2,2019-20,1629684,Forward,BOS,20200802,21901245,-4,0,False
C. Brewer,2,4,0.5,4,0,1,0.0,0,1,0.0,2,2,4,1,0,3,0,0,3,3,16.683333333333334,2019-20,201147,Guard,SAC,20200802,21901247,19,0,False
D. Augustin,3,5,0.6,10,3,4,0.75,1,1,1.0,0,0,0,8,0,0,0,0,1,2,20.35,2019-20,201571,Guard,ORL,20200802,21901247,16,0,True
N. Bjelica,1,4,0.25,2,0,3,0.0,0,0,0.0,0,3,3,1,0,0,0,0,3,1,19.82,2019-20,202357,Forward,SAC,20200802,21901247,-10,0,True
N. Vucevic,9,14,0.643,23,2,3,0.667,3,4,0.75,2,10,12,2,0,2,0,0,1,3,23.516666666666666,2019-20,202696,Center,ORL,20200802,21901247,23,1,True
C. Joseph,0,2,0.0,0,0,1,0.0,0,0,0.0,0,1,1,6,4,1,0,0,3,1,16.06833333333333,2019-20,202709,Guard,SAC,20200802,21901247,-3,0,False
T. Ross,6,10,0.6,25,5,9,0.556,8,10,0.8,0,2,2,1,2,1,0,0,2,4,22.558333333333334,2019-20,203082,Guard,ORL,20200802,21901247,18,0,False
H. Barnes,4,8,0.5,12,0,3,0.0,4,4,1.0,1,5,6,0,0,0,0,0,2,2,24.383333333333333,2019-20,203084,Forward,SAC,20200802,21901247,-37,0,True
E. Fournier,2,6,0.333,4,0,2,0.0,0,0,0.0,0,2,2,2,1,1,0,0,3,1,21.73333333333333,2019-20,203095,Guard,ORL,20200802,21901247,19,0,True
K. Bazemore,3,7,0.429,8,2,3,0.667,0,0,0.0,0,1,1,3,2,0,0,0,6,3,17.93,2019-20,203145,Guard,SAC,20200802,21901247,-16,0,False
M. Carter-Williams,3,6,0.5,12,1,3,0.333,5,6,0.833,1,4,5,3,2,3,2,0,3,7,29.95,2019-20,203487,Guard,ORL,20200802,21901247,0,0,False
J. Ennis III,3,10,0.3,8,1,7,0.143,1,1,1.0,2,3,5,1,4,1,0,0,4,1,21.666666666666668,2019-20,203516,Forward,ORL,20200802,21901247,-1,0,True
K. Birch,0,1,0.0,5,0,0,0.0,5,6,0.833,3,2,5,1,0,0,0,0,1,4,18.03333333333333,2019-20,203920,Center,ORL,20200802,21901247,4,0,False
A. Gordon,8,12,0.667,22,3,3,1.0,3,3,1.0,0,5,5,3,2,0,0,0,2,2,24.08333333333333,2019-20,203932,Forward,ORL,20200802,21901247,23,0,True
J. Parker,1,5,0.2,4,0,1,0.0,2,2,1.0,0,1,1,1,0,1,0,2,0,3,6.45,2019-20,203953,Forward,SAC,20200802,21901247,11,0,False
B. Bogdanovic,4,13,0.308,12,2,4,0.5,2,2,1.0,1,3,4,5,0,1,0,1,3,2,31.023333333333333,2019-20,203992,Guard,SAC,20200802,21901247,-16,0,True
R. Holmes,5,7,0.714,12,0,0,0.0,2,2,1.0,1,4,5,0,0,0,0,0,0,1,24.008333333333333,2019-20,1626158,Forward,SAC,20200802,21901247,-19,0,True
B. Hield,5,13,0.385,12,2,7,0.286,0,0,0.0,0,2,2,5,3,1,0,1,1,0,20.433333333333334,2019-20,1627741,Guard,SAC,20200802,21901247,-21,0,False
Y. Ferrell,1,2,0.5,2,0,1,0.0,0,0,0.0,0,0,0,3,0,1,0,0,1,1,6.45,2019-20,1627812,Guard,SAC,20200802,21901247,11,0,False
M. Fultz,6,9,0.667,14,2,2,1.0,0,2,0.0,0,0,0,3,3,0,0,0,1,3,19.966666666666665,2019-20,1628365,Guard,ORL,20200802,21901247,5,0,False
D. Fox,5,10,0.5,13,0,1,0.0,3,5,0.6,0,2,2,3,4,1,0,0,3,5,25.2,2019-20,1628368,Guard,SAC,20200802,21901247,-23,0,True
J. Isaac,1,3,0.333,4,0,1,0.0,2,2,1.0,0,3,3,4,2,2,0,0,2,1,14.6,2019-20,1628371,Forward,ORL,20200802,21901247,5,0,False
H. Giles III,9,11,0.818,23,0,1,0.0,5,6,0.833,4,4,8,1,1,0,0,0,3,3,19.55,2019-20,1628385,Forward,SAC,20200802,21901247,5,0,False
W. Iwundu,1,3,0.333,2,0,2,0.0,0,0,0.0,1,1,2,1,1,0,0,0,2,0,7.775,2019-20,1628411,Forward,ORL,20200802,21901247,-9,0,False
M. Bamba,0,1,0.0,0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,1,0,1,0,6.45,2019-20,1628964,Center,ORL,20200802,21901247,-11,0,False
G. Clark,1,2,0.5,3,1,2,0.5,0,0,0.0,2,2,4,2,1,0,1,0,2,0,9.316666666666666,2019-20,1629109,Forward,ORL,20200802,21901247,-12,0,False
D. Jeffries,5,5,1.0,12,2,2,1.0,0,0,0.0,0,2,2,1,0,1,0,0,0,0,12.0,2019-20,1629610,Guard,SAC,20200802,21901247,19,0,False
R. Rubio,7,17,0.412,20,2,3,0.667,4,4,1.0,2,7,9,7,2,0,0,2,2,5,32.0,2019-20,201937,Guard,PHX,20200802,21901249,12,0,True
T. Hardaway Jr.,1,12,0.083,2,0,8,0.0,0,0,0.0,0,10,10,3,1,1,0,2,4,1,29.633333333333333,2019-20,203501,Guard,DAL,20200802,21901249,0,0,True
T. Burke,2,6,0.333,4,0,2,0.0,0,0,0.0,0,0,0,1,1,2,0,0,1,0,12.15,2019-20,203504,Guard,DAL,20200802,21901249,-11,0,False
S. Curry,6,11,0.545,16,3,6,0.5,1,1,1.0,0,2,2,2,0,0,0,0,0,2,34.715,2019-20,203552,Guard,DAL,20200802,21901249,-1,0,True
D. Saric,5,8,0.625,13,1,3,0.333,2,2,1.0,0,8,8,0,2,0,0,0,3,3,22.37,2019-20,203967,Forward,PHX,20200802,21901249,-4,0,False
K. Porzingis,10,20,0.5,30,2,5,0.4,8,11,0.727,3,5,8,1,0,1,4,0,3,7,36.56666666666667,2019-20,204001,Forward,DAL,20200802,21901249,-4,0,True
D. Wright,1,5,0.2,6,0,3,0.0,4,4,1.0,0,3,3,1,0,2,1,0,2,4,25.316666666666663,2019-20,1626153,Guard,DAL,20200802,21901249,-8,0,False
F. Kaminsky,3,6,0.5,8,0,3,0.0,2,2,1.0,1,1,2,0,0,0,0,0,2,1,9.35,2019-20,1626163,Forward,PHX,20200802,21901249,4,0,False
D. Booker,10,20,0.5,30,1,4,0.25,9,10,0.9,0,3,3,4,3,1,0,1,6,7,31.121666666666663,2019-20,1626164,Guard,PHX,20200802,21901249,-8,0,True
C. Payne,4,10,0.4,10,2,5,0.4,0,0,0.0,0,4,4,1,1,1,1,1,2,1,19.711666666666662,2019-20,1626166,Guard,PHX,20200802,21901249,-7,0,False
B. Marjanovic,4,6,0.667,8,0,0,0.0,0,0,0.0,2,1,3,1,0,0,0,0,2,1,6.383333333333334,2019-20,1626246,Center,DAL,20200802,21901249,0,0,False
D. Finney-Smith,2,8,0.25,5,1,2,0.5,0,0,0.0,2,8,10,1,0,1,0,0,3,0,31.933333333333334,2019-20,1627827,Forward,DAL,20200802,21901249,0,0,True
M. Kleber,1,4,0.25,2,0,2,0.0,0,0,0.0,3,2,5,1,0,1,0,0,1,0,21.866666666666667,2019-20,1628467,Forward,DAL,20200802,21901249,5,0,False
A. Cleveland,0,1,0.0,2,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,1,3.2516666666666665,2019-20,1628499,Guard,DAL,20200802,21901249,6,0,False
M. Bridges,2,9,0.222,4,0,3,0.0,0,0,0.0,0,1,1,1,3,2,3,1,5,2,38.63333333333333,2019-20,1628969,Forward,PHX,20200802,21901249,5,0,True
J. Carter,2,4,0.5,6,2,3,0.667,0,0,0.0,0,2,2,5,0,1,0,0,2,0,25.766666666666666,2019-20,1628975,Guard,PHX,20200802,21901249,11,0,False
D. Ayton,3,8,0.375,7,0,1,0.0,1,2,0.5,3,5,8,0,0,0,0,0,5,1,21.0,2019-20,1629028,Center,PHX,20200802,21901249,-6,0,True
L. Doncic,11,20,0.55,40,0,3,0.0,18,19,0.947,0,8,8,11,6,0,0,2,4,13,38.18333333333333,2019-20,1629029,Forward,DAL,20200802,21901249,3,1,True
C. Johnson,6,11,0.545,19,4,8,0.5,3,3,1.0,0,12,12,4,0,0,0,0,2,2,40.04666666666667,2019-20,1629661,Forward,PHX,20200802,21901249,3,1,True
A. Iguodala,1,5,0.2,2,0,3,0.0,0,0,0.0,0,2,2,5,0,0,0,0,1,0,19.261666666666667,2019-20,2738,Guard,MIA,20200803,21901250,-7,0,False
K. Lowry,2,8,0.25,14,1,2,0.5,9,9,1.0,0,8,8,5,4,1,2,2,4,6,35.06666666666667,2019-20,200768,Guard,TOR,20200803,21901250,10,0,True
M. Gasol,1,2,0.5,6,1,2,0.5,3,4,0.75,1,5,6,1,3,1,0,0,4,3,22.25,2019-20,201188,Center,TOR,20200803,21901250,11,0,True
S. Ibaka,7,12,0.583,15,1,4,0.25,0,0,0.0,1,5,6,0,2,0,0,0,1,0,25.75,2019-20,201586,Forward,TOR,20200803,21901250,-7,0,False
G. Dragic,9,14,0.643,25,3,7,0.429,4,5,0.8,0,5,5,5,5,2,1,1,4,6,27.793333333333333,2019-20,201609,Guard,MIA,20200803,21901250,15,0,False
J. Butler,4,9,0.444,16,0,0,0.0,8,8,1.0,2,5,7,5,3,2,2,1,1,9,33.24,2019-20,202710,Forward,MIA,20200803,21901250,-7,0,True
J. Crowder,6,14,0.429,16,4,10,0.4,0,0,0.0,1,5,6,3,1,1,0,0,4,0,33.67333333333333,2019-20,203109,Forward,MIA,20200803,21901250,-14,0,True
K. Olynyk,6,13,0.462,17,4,11,0.364,1,1,1.0,3,1,4,2,1,1,1,0,4,2,30.668333333333333,2019-20,203482,Forward,MIA,20200803,21901250,10,0,False
R. Hollis-Jefferson,0,0,0.0,0,0,0,0.0,0,0,0.0,0,1,1,0,2,0,0,0,0,2,11.461666666666666,2019-20,1626178,Forward,TOR,20200803,21901250,-6,0,False
N. Powell,3,9,0.333,7,1,4,0.25,0,0,0.0,0,3,3,5,2,0,0,0,2,0,29.166666666666668,2019-20,1626181,Guard,TOR,20200803,21901250,-5,0,False
P. Siakam,7,14,0.5,22,4,7,0.571,4,4,1.0,0,6,6,3,2,1,0,2,4,2,36.06666666666667,2019-20,1627783,Forward,TOR,20200803,21901250,14,0,True
F. VanVleet,8,16,0.5,36,7,12,0.583,13,13,1.0,0,5,5,4,4,1,0,2,3,8,42.38333333333333,2019-20,1627832,Guard,TOR,20200803,21901250,1,0,True
D. Jones Jr.,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.2733333333333333,2019-20,1627884,Forward,MIA,20200803,21901250,-5,0,False
O. Anunoby,1,5,0.2,7,1,1,1.0,4,6,0.667,1,2,3,1,0,1,1,2,1,3,32.94833333333333,2019-20,1628384,Forward,TOR,20200803,21901250,0,0,True
B. Adebayo,5,9,0.556,10,0,0,0.0,0,0,0.0,1,7,8,4,2,1,1,0,2,0,31.655,2019-20,1628389,Center,MIA,20200803,21901250,2,0,True
T. Davis,0,1,0.0,0,0,0,0.0,0,0,0.0,0,1,1,0,2,1,0,0,0,0,4.088333333333333,2019-20,1629056,Guard,TOR,20200803,21901250,1,0,False
D. Robinson,1,5,0.2,3,1,4,0.25,0,0,0.0,0,2,2,0,0,0,1,0,1,1,22.24833333333333,2019-20,1629130,Forward,MIA,20200803,21901250,-1,0,True
K. Nunn,0,7,0.0,2,0,5,0.0,2,2,1.0,1,1,2,2,1,1,2,0,4,1,15.75,2019-20,1629134,Guard,MIA,20200803,21901250,-16,0,True
T. Herro,5,11,0.455,12,2,5,0.4,0,0,0.0,0,5,5,3,1,1,0,1,2,0,25.436666666666667,2019-20,1629639,Guard,MIA,20200803,21901250,3,0,False
M. Thomas,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.8183333333333334,2019-20,1629744,Guard,TOR,20200803,21901250,1,0,False
I. Smith,5,13,0.385,12,2,5,0.4,0,0,0.0,0,2,2,4,2,0,0,3,1,0,21.98333333333333,2019-20,202397,Guard,WAS,20200803,21901252,-13,0,True
J. Holiday,1,3,0.333,2,0,2,0.0,0,0,0.0,0,8,8,0,1,0,1,0,3,1,35.096666666666664,2019-20,203200,Forward,IND,20200803,21901252,-6,0,True
S. Napier,6,11,0.545,16,1,3,0.333,3,4,0.75,0,2,2,4,3,0,1,0,2,4,22.166666666666668,2019-20,203894,Guard,WAS,20200803,21901252,-1,0,False
D. McDermott,2,6,0.333,4,0,3,0.0,0,0,0.0,1,2,3,0,0,0,0,2,3,1,19.25,2019-20,203926,Forward,IND,20200803,21901252,-3,0,False
T. Warren,14,26,0.538,34,1,6,0.167,5,5,1.0,4,7,11,4,0,3,4,2,1,4,39.553333333333335,2019-20,203933,Forward,IND,20200803,21901252,25,1,True
J. Sampson,3,5,0.6,8,0,0,0.0,2,2,1.0,0,3,3,1,0,1,2,0,3,2,16.9,2019-20,203960,Forward,IND,20200803,21901252,7,0,False
T. McConnell,2,5,0.4,4,0,0,0.0,0,0,0.0,0,1,1,4,2,0,0,1,0,0,13.283333333333331,2019-20,204456,Guard,IND,20200803,21901252,-2,0,False
M. Turner,7,13,0.538,17,2,3,0.667,1,1,1.0,2,7,9,2,3,0,2,2,2,3,33.2,2019-20,1626167,Center,IND,20200803,21901252,10,0,True
M. Brogdon,6,18,0.333,20,2,7,0.286,6,6,1.0,1,6,7,6,3,1,1,0,2,6,34.71666666666667,2019-20,1627763,Guard,IND,20200803,21901252,13,0,True
E. Sumner,2,4,0.5,5,1,2,0.5,0,0,0.0,0,1,1,1,0,0,0,0,1,0,11.75,2019-20,1628410,Guard,IND,20200803,21901252,-6,0,False
T. Bryant,9,12,0.75,20,2,3,0.667,0,0,0.0,4,7,11,1,0,0,3,1,1,1,28.883333333333333,2019-20,1628418,Center,WAS,20200803,21901252,-11,1,True
T. Brown Jr.,4,11,0.364,10,2,4,0.5,0,0,0.0,0,7,7,8,3,0,0,1,3,3,30.696666666666665,2019-20,1628972,Guard,WAS,20200803,21901252,-8,0,True
A. Holiday,7,12,0.583,17,1,3,0.333,2,2,1.0,1,1,2,2,1,1,1,0,0,2,36.25,2019-20,1628988,Guard,IND,20200803,21901252,17,0,True
J. Robinson,7,18,0.389,17,2,10,0.2,1,3,0.333,1,2,3,2,0,1,1,0,4,2,28.95,2019-20,1629010,Guard,WAS,20200803,21901252,-6,0,False
M. Wagner,2,8,0.25,5,0,1,0.0,1,2,0.5,2,3,5,2,3,2,2,2,3,1,19.116666666666667,2019-20,1629021,Forward,WAS,20200803,21901252,0,0,False
R. Hachimura,4,12,0.333,9,0,1,0.0,1,2,0.5,2,5,7,6,1,0,0,3,3,2,34.06,2019-20,1629060,Forward,WAS,20200803,21901252,-15,0,True
I. Bonga,3,6,0.5,8,1,2,0.5,1,2,0.5,0,5,5,3,1,3,0,1,1,2,35.486666666666665,2019-20,1629067,Guard,WAS,20200803,21901252,3,0,True
A. Schofield,1,3,0.333,3,1,1,1.0,0,0,0.0,0,3,3,0,0,0,0,0,1,0,18.656666666666663,2019-20,1629678,Guard,WAS,20200803,21901252,-4,0,False
J. Redick,5,11,0.455,16,3,7,0.429,3,5,0.6,0,2,2,2,0,0,0,1,1,3,29.166666666666668,2019-20,200755,Guard,NOP,20200803,21901253,-3,0,False
A. Tolliver,1,2,0.5,3,1,2,0.5,0,0,0.0,1,1,2,1,1,0,0,0,2,0,9.066666666666666,2019-20,201229,Forward,MEM,20200803,21901253,-10,0,False
J. Holiday,6,12,0.5,15,1,3,0.333,2,3,0.667,2,2,4,3,1,1,0,2,3,5,33.43333333333333,2019-20,201950,Guard,NOP,20200803,21901253,14,0,True
D. Favors,1,4,0.25,2,0,0,0.0,0,2,0.0,2,11,13,0,0,0,1,3,2,2,28.28333333333333,2019-20,202324,Forward,NOP,20200803,21901253,8,0,True
J. Valanciunas,5,9,0.556,13,0,2,0.0,3,3,1.0,1,12,13,1,5,1,4,1,6,6,29.6,2019-20,202685,Center,MEM,20200803,21901253,-5,1,True
K. Anderson,2,9,0.222,5,0,4,0.0,1,1,1.0,1,4,5,3,1,0,2,0,0,3,28.716666666666665,2019-20,203937,Forward,MEM,20200803,21901253,-4,0,True
B. Ingram,8,16,0.5,24,2,4,0.5,6,10,0.6,0,7,7,5,4,2,0,0,2,6,31.433333333333334,2019-20,1627742,Forward,NOP,20200803,21901253,3,0,True
L. Ball,2,7,0.286,7,2,7,0.286,1,2,0.5,0,4,4,6,3,4,0,0,1,2,34.56666666666667,2019-20,1628366,Guard,NOP,20200803,21901253,15,0,True
F. Jackson,0,1,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,2.3666666666666667,2019-20,1628402,Guard,NOP,20200803,21901253,1,0,False
J. Hart,5,6,0.833,15,2,3,0.667,3,3,1.0,1,6,7,0,1,0,0,0,2,4,24.8,2019-20,1628404,Guard,NOP,20200803,21901253,1,0,False
D. Brooks,5,13,0.385,15,2,7,0.286,3,3,1.0,1,4,5,3,2,0,0,0,6,1,31.316666666666663,2019-20,1628415,Guard,MEM,20200803,21901253,-1,0,True
G. Allen,6,10,0.6,17,5,6,0.833,0,0,0.0,0,1,1,2,1,1,0,0,2,0,31.08333333333333,2019-20,1628960,Guard,MEM,20200803,21901253,-1,0,False
